id,name,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressThoroughfare,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,contactPointName,contactPointEmail,contactPointTelephone,contactPointUrl
40784843,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СМАГА ДЕНТАЛ КЛІНІК»,UA80000000000093317,02125,Україна,місто Київ,null,null,Київ,вул. Воскресенська,12-А,null,null,null,smagadental@gmail.com,"+380503554200, +380502230311",null
40786606,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СТАТУС БУД- ПРЕМІУМ»,UA80000000000093317,01010,Україна,місто Київ,null,null,Київ,вул. Гайцана,6,null,null,null,usersstatus@gmail.com,"+380995505749, +380969776459",null
40797632,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БІДЖІ ДЕНТ»,UA80000000000093317,01004,Україна,місто Київ,null,null,Київ,вул. Чикаленка Євгена,20,null,"ГРУПА НЕЖИТЛОВИХ ПРИМ. 1,2",null,null,+380504463526,null
40803368,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СОЛСТАР»,UA80000000000093317,02152,Україна,місто Київ,null,null,Київ,просп. Павла Тичини,1-В,null,ПРИМІЩЕННЯ 1-017,null,null,null,null
40803614,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЛІНІКА ОБРАЗЦОВА»,UA80000000000093317,03191,Україна,місто Київ,null,null,Київ,вул. Василя Касіяна,2/1,ЛІТЕРА А,ГРУПИ ПРИМІЩЕНЬ 390,null,null,"+380505148201, +380443372377",null
40811981,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЛІНІКА САНТЕ»,UA80000000000093317,03061,Україна,місто Київ,null,null,Київ,просп. Відрадний,9,null,null,null,null,+380504048877,null
40828911,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «НЕЙРОМЕД К»,UA05020030010063857,21018,Україна,Вінницька,null,null,Вінниця,вул. Пирогова,16-А,null,КВАРТИРА 1,null,null,+380677930324,null
40829391,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КУА «РІЧМОНД»,UA80000000000093317,01054,Україна,місто Київ,null,null,Київ,вул. Дмитрівська,56-Б,null,null,null,null,+380442289237,null
40844708,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД «КІДС-ПАРК»,UA80000000000093317,04114,Україна,місто Київ,null,null,Київ,вул. Вишгородська,45,null,null,null,null,null,null
40849444,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «НОВИЙ СТИЛЬ ДЛЯ ЖИТТЯ»,UA80000000000093317,01021,Україна,місто Київ,null,null,Київ,вул. Інститутська,19,ЛІТЕРА Ж,null,null,null,null,null
40853644,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ВСМК-ТРЕЙД»,UA80000000000093317,03124,Україна,місто Київ,null,null,Київ,бульв. Вацлава Гавела,16,null,null,null,null,+380444514567,null
40863254,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ДОКЕР ІМПЕКС»,UA80000000000093317,03150,Україна,місто Київ,null,null,Київ,вул. Василя Тютюнника,56,null,ОФІС 105,null,dockerimpex@ukr.net,+380679981994,null
40865691,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ТІТКА КЛАРА»,UA80000000000093317,01133,Україна,місто Київ,null,null,Київ,вул. Євгена Коновальця,36,null,null,null,ir4kusik@gmail.com,"+380442011064,+380965212827",null
40877052,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КИЇВСЬКИЙ БКК»,UA80000000000093317,03148,Україна,місто Київ,null,null,Київ,вул. Чижевського Дмитра,7,null,null,null,null,+380952836901,null
40879023,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ДІННЕРЗ»,UA80000000000093317,01013,Україна,місто Київ,null,null,Київ,вул. Будіндустрії,8-А,null,null,null,null,+380952740244,null
40879243,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СУПЕРДОЗЕР»,UA80000000000093317,02081,Україна,місто Київ,null,null,Київ,вул. Анни Ахматової,48,null,ОФІС 3,null,null,null,null
40889766,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АДВОКАТСЬКА КОМПАНІЯ «СТАТУС»,UA74040050200013786,54030,Україна,Миколаївська,null,null,Миколаїв,вул. Нікольська,19,null,null,null,null,+380933737303,null
40891407,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КОРМАКС ТРЕЙД»,UA80000000000093317,03113,Україна,місто Київ,null,null,Київ,вул. Миколи Шпака,5,null,null,null,info@naturesprotection.com.ua,"+380672348668, +380443922182",null
40894675,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КЕРУЮЧА КОМПАНІЯ «СІМ СЕРВІС»,UA80000000000093317,02125,Україна,місто Київ,null,null,Київ,вул. Петра Запорожця,28,null,null,null,null,"+380445360423, +380674436303",null
40895239,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БУДІВЕЛЬНА ФІРМА «БАРЕЛЬЄФ»,UA80000000000093317,03151,Україна,місто Київ,null,null,Київ,просп. Повітрофлотський,72,null,null,null,null,+380442400039,null
40895684,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЕЙДЖ МЕНЕДЖМЕНТ СІСТЕМ»,UA80000000000093317,01103,Україна,місто Київ,null,null,Київ,вул. Михайла Драгомирова,9,null,ОФІС 210,null,null,null,null
40900270,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ФОРУМ ГРУП УКРАЇНА»,UA80000000000093317,03680,Україна,місто Київ,null,null,Київ,пров. Охтирський,7,null,ОФІС 1-106,null,office@forumgroup.com.ua,+380444846803,null
40901289,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КОНТИНЕНТ ФУД»,UA80000000000093317,03148,Україна,місто Київ,null,null,Київ,вул. Якуба Колоса,15,null,null,null,maksimenko_al@kontinent.ua,+380444030300,null
40906308,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СІТІ-ІНВЕСТ 1»,UA51100270010076757,65101,Україна,Одеська,null,null,Одеса,просп. Маршала Жукова (просп. Небесної Сотні),2,null,null,null,s.dunaevska@gmail.com,null,null
40914675,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПРОВИНО»,UA80000000000093317,03035,Україна,місто Київ,null,null,Київ,вул. Механізаторів,2,null,null,null,null,"+380443511717, +380953023434",null
40916803,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГОЛОСІЇВСЬКИЙ КВАРТАЛ»,UA80000000000093317,03195,Україна,місто Київ,null,null,Київ,вул. Академіка Вільямса,6-Д,null,ОФІС 43/1,null,null,null,null
40919757,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АРІЗОНС»,UA80000000000093317,01135,Україна,місто Київ,null,null,Київ,вул. Золотоустівська,4,null,ОФІС 4,null,kas.bitrek@gmail.com,+380442092205,null
40922859,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЕДЛІН ДИСТРИБ'ЮШИН»,UA80000000000093317,02160,Україна,місто Київ,null,null,Київ,просп. Соборності,7-Б,null,null,null,null,+380442213634,null
40922953,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «М'ЯСТОРІЯ»,UA74040030020071408,16500,Україна,Чернігівська,Бахмацький,null,Бахмач,вул. Богдана Хмельницького,23,null,КВАРТИРА 4,null,null,+380969527799,null
40927789,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЛАСКАВА-ФАРМ»,UA80000000000093317,01034,Україна,місто Київ,null,null,Київ,вул. Пушкінська,11,ЛІТЕРА А,НЕЖИТЛОВЕ ПРИМІЩЕННЯ 23,null,mm@laskava.kiev.ua,+380677319592,null
40929325,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПОЛІРІТМ»,UA71080490010015879,18000,Україна,Черкаська,null,null,Черкаси,вул. Смілянська,86,null,ОФІС 101,null,null,+380472638927,null
40938282,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЛІНІКА ПЕРСОНАЛІЗОВАНОГО ДИЗАЙНУ ДІАГНОСТИКИ І ТЕРАПІЇ «ОНКОТЕРАНОСТИКА»,UA80000000000093317,03022,Україна,місто Київ,null,null,Київ,вул. Васильківська,45,null,null,null,oncotheranostics@com.ua,+380684122154,null
40941729,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ТАНАІФ ТРЕЙД»,UA32100010010059200,07300,Україна,Київська,Вишгородський,null,Вишгород,вул. Шолуденка,1,null,null,null,null,"+380967778310,+380674883000",null
40948400,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «МІСТЕР ТВІСТЕР»,UA80000000000093317,03061,Україна,місто Київ,null,null,Київ,вул. Миколи Шепелева,6,null,null,null,l.plotnikova@peopleproject.com.ua,null,null
40968046,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КРОНАС-ТРЕЙД»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,пров. Куренівський,17,null,null,null,dobrohotova.antonina@kronas.com.ua,+380445005317,null
40982829,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ФУДКОМ»,UA80000000000093317,01103,Україна,місто Київ,null,null,Київ,Залізничне шосе,57,null,null,null,chernysh_og@velmart.ua; nechay_tv@velmart.ua,"+380443543096, +380442067585, +380674131165",null
40988637,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПРОПЕРТІ МЕНЕДЖМЕНТ СОЛЮШИНС ТУ»,UA80000000000093317,01032,Україна,місто Київ,null,null,Київ,вул. Жилянська,48,ЛІТЕРА А,null,null,null,+380504446531,null
40990667,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АКСІОМА -ДЕНТ»,UA80000000000093317,02225,Україна,місто Київ,null,null,Київ,вул. Миколи Закревського,97-А,null,ПРИМІЩЕННЯ 767,null,null,+380636172279,null
40998624,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЧЕСТНАТ ХОЛЛ»,UA80000000000093317,01103,Україна,місто Київ,null,null,Київ,Військовий Проїзд,8,null,null,null,null,null,null
41018978,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КОСМОПОЛІТ 2016»,UA80000000000093317,03057,Україна,місто Київ,null,null,Київ,вул. В. Гетьмана,6,ЛІТЕРА А,null,null,medcosmo2016@gmail.com;reklama@trc-cosmopolite.co,+380989699656,null
41028986,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ФАСОЛЬ»,UA80000000000093317,02101,Україна,місто Київ,null,null,Київ,бульв. Верховної Ради,13,null,null,null,null,+380631129451,null
41036012,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ОРА ФУД»,UA80000000000093317,03150,Україна,місто Київ,null,null,Київ,вул. Велика Васильківська,94,ЛІТЕРА А,ПРИМІЩЕННЯ 131,null,kotliar.alina@gmail.com,+380445856485,null
41050152,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ТАУН ЛЕНД КОМПАНІ»,UA80000000000093317,04119,Україна,місто Київ,null,null,Київ,вул. Дегтярівська,25-А,null,null,null,null,+380674568799,null
41060679,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЮАМЕД ХЕЛСКЕА ВЕНЧЕРЗ»,UA80000000000093317,04071,Україна,місто Київ,null,null,Київ,вул. Оболонська,37,ЛІТЕРА А,ПРИМІЩЕННЯ 26,КАБІНЕТ 1,null,+380989164570,null
41063348,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БРОВАРСЬКА ІНДИЧКА»,UA32060050010081797,07400,Україна,Київська,null,null,Бровари,бульв. Незалежності,12-В,null,null,null,null,+380442772347,null
41064757,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «МАДЖЕСТІК СТРІМ»,UA51100270010076757,65058,Україна,Одеська,null,null,Одеса,пров. Шампанський,9,null,null,null,null,null,null
41069247,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЯДРО ІНТЕРАКТИВ»,UA80000000000093317,02098,Україна,місто Київ,null,null,Київ,просп. Павла Тичини,16/2,null,КВАРТИРА 272,null,ro@yadro.co,+380962684988,null
41075004,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АРГЕНТ КЛІНІК»,UA80000000000093317,01135,Україна,місто Київ,null,null,Київ,вул. В'ячеслава Чорновола,27,null,ПРИМІЩЕННЯ 212,null,null,+380683507777,null
41077656,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ТАЄРС ЛІЗИНГ»,UA80000000000093317,01034,Україна,місто Київ,null,null,Київ,вул. Рейтарська,17,ПРИМІЩЕННЯ 14-А,ОФІС 7,null,null,"+380445949484, +380445949484",null
41078047,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПРЕМІУМКАР ГРУП»,UA80000000000093317,01133,Україна,місто Київ,null,null,Київ,бульв. Лесі Українки,23-Б,null,null,null,precargru@gmail.com,+380950950028,null
41080213,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ДЕНТА-Д»,UA80000000000093317,04114,Україна,місто Київ,null,null,Київ,вул. Вишгородська,56/2,ЛІТЕРА А,null,null,dentad86@gmail.com,+380986051171,null
41085541,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БЕРЕГ СУШИ»,UA80000000000093317,02002,Україна,місто Київ,null,null,Київ,вул. Раїси Окіпної,3,null,null,null,evrasiabereg@gmail.com,+380445000210,null
41090698,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КРЕАТИВ КОМПАНІ УКРАЇНА»,UA12020010010037010,49000,Україна,Дніпропетровська,null,null,Дніпро,просп. Олександра Поля,46,ЛІТЕРА И-3,ПРИМІЩЕННЯ 301-313,null,kk41090698@ukr.net,+380979874310,null
41097426,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІНТЕРТОП УКРАЇНА»,UA80000000000093317,03056,Україна,місто Київ,null,null,Київ,просп. Берестейський,23,null,null,null,office@intertop.ua,"+380503821505, +380445903092, +380445903094",null
41097541,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ТАБАТА»,UA80000000000093317,02121,Україна,місто Київ,null,null,Київ,Харківське шосе,201-203,null,null,null,null,+380674651978,null
41101369,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КАЗА НОРІ ОСТЕРІЯ ІТАЛІАНА»,UA80000000000093317,04070,Україна,місто Київ,null,null,Київ,вул. Набережно-Хрещатицька,3-А,null,КВАРТИРА 11,null,null,+380444923233,null
41110682,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПАЛЕГІО ТРЕЙД»,UA80000000000093317,03150,Україна,місто Київ,null,null,Київ,вул. Велика Васильківська,65,null,null,null,null,+380442287691,null
41112852,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЯКАБУ ТРЕЙД»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,вул. Кирилівська,160,ЛІТЕРА Ю,null,null,n.v.vlasiuk@gmail.com,+380445037069,null
41113531,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІЛ МОЛІНО 4»,UA80000000000093317,01021,Україна,місто Київ,null,null,Київ,вул. Липська,15,null,null,null,pizza20@ilmolino.ua,null,null
41129515,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ТАВАТА»,UA80000000000093317,04060,Україна,місто Київ,null,null,Київ,вул. Олега Ольжича,27/22,null,ОФІС 4,null,null,+380445034950,null
41130363,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ВИГІДНА ПОКУПКА»,UA53080350010044287,38164,Україна,Полтавська,Полтавський,null,Опішня,вул. Свято - Михайлівська,3-Б,null,null,null,vygidna_pokupka@ukr.net;office@avrora.ua,+380965253846,null
41135005,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АРІТЕЙЛ»,UA80000000000093317,04070,Україна,місто Київ,null,null,Київ,вул. Іллінська,8,null,null,null,office@aretail.com.ua; osavina@aretail.com.ua,+380442055616,null
41140366,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КАНАБІС ФАРМ»,UA80000000000093317,02092,Україна,місто Київ,null,null,Київ,вул. Макаренка,1-А,null,ПРИМІЩЕННЯ 145,null,tata_topiha@ukr.net,+380445004937,null
41145427,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БРЕНДС СЕЛЛЕР»,UA74100390010054825,14000,Україна,Чернігівська,null,null,Чернігів,просп. Перемоги,95,null,null,null,aksios.siver@ukr.net;auffbliz@gmail.com.,"+380632391410, +380639370030",null
41149510,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «В РЕБРО»,UA80000000000093317,04210,Україна,місто Київ,null,null,Київ,просп. Героїв Сталінграда,24-А,null,null,null,null,+380980975040,null
41167642,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ВИННИЙ СИНДИКАТ»,UA80000000000093317,04070,Україна,місто Київ,null,null,Київ,вул. Межигірська,7/16,null,null,null,null,+380635965878,null
41169626,ПРИВАТНИЙ ПОЗАШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД «СУПРІ ТЕК»,UA80000000000093317,02152,Україна,місто Київ,null,null,Київ,просп. Павла Тичини,1-В,null,null,null,null,null,null
41171620,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ФУТБОЛЬНИЙ КЛУБ «ЛІВИЙ БЕРЕГ» КИЇВ»,UA32040090000083028,08340,Україна,Київська,Бориспільський,null,Золочівська,вул. Олександрівська,24-А,null,null,null,vazishin@ukr.net,+380443647719,null
41181858,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГАСТРОЦЕНТР»,UA80000000000093317,03143,Україна,місто Київ,null,null,Київ,вул. Метрологічна,17/1,null,ПРИМІЩЕННЯ 2,null,null,+380971837033,null
41186484,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СМАРТ МЕДІКАЛ ЦЕНТР»,UA80000000000093317,04212,Україна,місто Київ,null,null,Київ,вул. Левка Лук'яненка,19-А,null,null,null,dnismart@i.ua;smc.shemochek@gmail.com,"+380671270303, +380444902503",null
41199650,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПОДОРОЖНИК КИЇВ»,UA48080110070029138,79018,Україна,Львівська,null,null,Львів,вул. Васильківського,1,null,null,null,smyrteta@gmail.com; a.matviyenko@da.lviv.ua,+380675516636,null
41200770,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЛЮС-ПЛЮС»,UA80000000000093317,04071,Україна,місто Київ,null,null,Київ,вул. Нижній Вал,33-Б,null,null,null,elena_c2008@ukr.net,+380686600751,null
41201601,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ОЗО РЕСТ-ТРЕСТ»,UA74100330110060908,08132,Україна,Київська,Києво-Святошинський,null,Вишневе,вул. Промислова,5,null,null,null,s.taranenko@fozzy.ua,+380444864750,null
41203420,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІДЕАЛ СТАР БУД»,UA80000000000093317,02132,Україна,місто Київ,null,null,Київ,Набережна Дніпровська,28,null,null,null,null,"+380503386594, +380504331214",null
41204267,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КАНІ ФІШ»,UA80000000000093317,01042,Україна,місто Київ,null,null,Київ,вул. Чеська,6,null,КВАРТИРА 1,null,yana220981@gmail.com,+380637484587,null
41204597,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «НЬЮ ВІТА ГРУП»,UA73060610010033137,58021,Україна,Чернівецька,null,null,Чернівці,вул. Синельникова Миколи,13-А,null,ОФІС 1,null,mariia.parkhuts@kopiyochka.ua,+380959318389,null
41221235,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СТАНДАРТ ІНЖИНІРИНГ ГРУП»,UA80000000000093317,01023,Україна,місто Київ,null,null,Київ,Площа Спортивна,3,ЛІТЕРА В,null,null,null,null,null
41228157,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «МЕДИЧНИЙ ЦЕНТР «МЕДАНТА»,UA32080050020065009,08137,Україна,Київська,Бучанський,null,Софіївська Борщагівка,вул. Боголюбова,30,null,null,null,null,+380978786589,null
41241267,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ВЕЛНЕС ХОЛДІНГ»,UA80000000000093317,03039,Україна,місто Київ,null,null,Київ,вул. Деміївська,13,null,ОФІС 7,null,null,+380444906070,null
41251500,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СТАРДЕНТ»,UA80000000000093317,03115,Україна,місто Київ,null,null,Київ,вул. Святошинська,3-А,null,null,null,null,null,null
41253246,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АКОРД-2017»,UA80000000000093317,04060,Україна,місто Київ,null,null,Київ,вул. Академіка Щусєва,6,null,ОФІС 80,null,null,+380664242842,null
41258693,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СУШИ ЦЕНТР»,UA80000000000093317,03150,Україна,місто Київ,null,null,Київ,бульв. Л. Українки/вул. Кутузова,19/16,ЛІТЕРА А,null,null,evrasialesi@gmail.com,+380442857580,null
41258710,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СУШИ ТЕРЕМ»,UA80000000000093317,03195,Україна,місто Київ,null,null,Київ,вул. Степана Рудницького,5,null,null,null,null,+380442502444,null
41258731,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЛБ-СУШИ»,UA80000000000093317,02081,Україна,місто Київ,null,null,Київ,просп. Петра Григоренка,22/20,ЛІТЕРА А,null,null,evrasiagrigorenko@gmail.com,+380445707073,null
41277658,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПРИВАТНИЙ ЗАКЛАД ОСВІТИ «НЬЮТОН КІДЗ»,UA80000000000093317,03150,Україна,місто Київ,null,null,Київ,вул. Володимира Антоновича,103,null,null,null,null,null,null
41286795,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «РЕКЛЕН АУТДОР»,UA80000000000093317,04071,Україна,місто Київ,null,null,Київ,вул. Щекавицька,30/39,null,КВАРТИРА 136,null,info@reclen.com,+380674074687,null
41290466,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СТАДІ СІСТЕМС УКРАЇНА»,UA80000000000093317,03115,Україна,місто Київ,null,null,Київ,просп. Перемоги,136,null,null,null,kev12@ukr.net,null,null
41291543,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СКАЙКЛІНІК»,UA80000000000093317,03062,Україна,місто Київ,null,null,Київ,вул. Невська,4-Г,null,ОФІС 1,null,info@skyclinic.com.ua,+380443532020,null
41291810,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СУШИ ТРОЯ»,UA80000000000093317,02225,Україна,місто Київ,null,null,Київ,просп. Маяковського,5-В,null,null,null,null,null,null
41292217,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «РЕНТСФЕРА»,UA80000000000093317,04210,Україна,місто Київ,null,null,Київ,просп. Героїв Сталінграда,12-Ж,null,null,null,null,+380443913825,null
41293446,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ДАТТЕРІНО»,UA80000000000093317,01103,Україна,місто Київ,null,null,Київ,вул. Михайла Драгомирова,2,null,КВАРТИРА 25,null,dovgan.roman@gmail.com,+380503814875,null
41295354,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ З ІНОЗЕМНИМИ ІНВЕСТИЦІЯМИ «МІНІСО /УКРАЇНА/»,UA80000000000093317,01030,Україна,місто Київ,null,null,Київ,вул. Пирогова,2/37,null,null,null,t.konotopska@miniso.com;info.ukraine@miniso.com,+380443372429,null
41296206,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СТЄЛЬ»,UA80000000000093317,02121,Україна,місто Київ,null,null,Київ,Харківське шосе,161/1,null,ОФІС 11,null,null,+380660782324,null
41297629,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СПІК АП ГЛОБАЛ»,UA80000000000093317,01133,Україна,місто Київ,null,null,Київ,бульв. Лесі Українки,26,null,null,null,null,null,null
