uid,type,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressThoroughfare,addressLocatorDesignator,addressLocatorBuilding,addressDescription,lat,lon,balanceHolderName,balanceHolderId,elements,area,startDate,inventoryDate,inventoryOrgName,inventoryOrgId,passport,plan
105-102,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,"Кловський узвіз, (Мечникова, 22а)",14/24,null,прибудинкова територія,50.43798,30.5373,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка пружинка, карусель, лави - 6 од., огорожа",195.00,2009-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-103,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,Кловський узвіз,15,null,прибудинкова територія,50.43722,30.54024,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гойдалка, балансир, гойдалка пружинка, карусель, рукохід, пісочниця, шведська стінка-2од., лава садова, столики з лавами-4од., альтанка",285.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-104,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,Кловський узвіз,17,null,прибудинкова територія,50.43728,30.54092,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гойдалка - 2од., балансир, пісочниця, лави - 2 од.",120.00,2007-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-105,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,Кловський узвіз,24,null,прибудинкова територія,50.43602,30.54322,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка -2од., гойдалка пружинка, карусель, пісочне подвіря «опушка», лави - 3 од., огорожа",225.00,2009-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-106,дитячий,UA80000000000624772,01024,Україна,місто Київ,null,null,Київ,Печерський,пров. Кості Гордієнка,1-А,null,прибудинкова територія,50.43986,30.53618,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка, балансир, пісочниця, лава",300.00,2016-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-107,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,"пров. Кріпосний, (вул.Грушевського, 28/2)",4,null,прибудинкова територія,50.44512,30.53914,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка-2од., карусель, гойдалка, гойдалка пружинка, рукохід, перекладина потрійна поперечна, балансир , пісочниця -2 од., лави-5од., огорожа",224.00,2008-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-108,дитячий,UA80000000000624772,01011,Україна,місто Київ,null,null,Київ,Печерський,вул. Лєскова,6,null,прибудинкова територія,50.43096,30.53957,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка,ігровий комплекс, гойдалка, гойдалка пружинка, ракета, шведська стінка, балансир, пісочниця, лава",220.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-109,дитячий,UA80000000000624772,01010,Україна,місто Київ,null,null,Київ,Печерський,вул. Левандовська,14,null,прибудинкова територія,50.43885,30.54673,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Балансир, гойдалка металева подвійна-2 од., шведська стінка, пісочниця, ігровий комплекс, спортивний лабіринт, гойдалка-пружинка, павук, лави-2 од., огорожа",750.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-110,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,вул. Липська,15-А,null,прибудинкова територія,50.44253,30.53501,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка, карусель, гойдалка, балансир, пісочниця, лави-5 од.",300.00,2002-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-111,дитячий,UA80000000000624772,01001,Україна,місто Київ,null,null,Київ,Печерський,бульв. Українки Лесі,2,null,прибудинкова територія,50.43791,30.52528,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гірка, гойдалка, балансир, гойдалка пружинка, рукохід-2 од., пісочниця, лави - 3од., огорожа",400.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-112,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,бульв. Українки Лесі,3,null,прибудинкова територія,50.43636,30.52878,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка, балансир, карусель, пісочниця, лави-4од., огорожа",300.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-113,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,бульв. Українки Лесі,7,null,прибудинкова територія,50.43467,30.53131,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка, балансир, гойдалка пружинка, пісочниця, лави - 4 од.",225.00,2002-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-114,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,бульв. Українки Лесі,16,null,прибудинкова територія,50.43311,30.53144,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, балансир, гойдалка пружинка, пісочниця, лави - 4 од.",100.00,2009-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-115,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,бульв. Українки Лесі,18-А,null,прибудинкова територія,50.43196,30.53201,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, рукохід, пісочниця, шведська стінка, стіл, лави - 2 од., огорожа",300.00,2002-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-116,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,бульв. Українки Лесі,19,null,прибудинкова територія,50.42864,30.53905,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою-2од., гойдалка-2 од., рукохід, гойдалка на пружині, балансир 2 од., пісочниця-3од., лави-3 од.",360.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-117,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,бульв. Українки Лесі,20/22,null,прибудинкова територія,50.43129,30.53358,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гірка, балансир, рукохід, пісочниця, шведська стінка, лави - 2 од.,",200.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-118,дитячий,UA80000000000624772,01010,Україна,місто Київ,null,null,Київ,Печерський,вул. Мазепи Івана,3-А,null,прибудинкова територія,50.44457,30.54626,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка- 2од., карусель - 2од., гойдалка -2 од., гойдалка пружинка, шведська стінка, балансир -2од., пісочниця ., спортивний лабіринт, лави-2 од.",220.00,2009-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-119,дитячий,UA80000000000624772,01010,Україна,місто Київ,null,null,Київ,Печерський,вул. Мазепи Івана,11-А,null,прибудинкова територія,50.44169,30.5495,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплексз гіркою, гойдалка -2од., балансир, пісочниця, лави - 2 од.",400.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-120,дитячий,UA80000000000624772,01010,Україна,місто Київ,null,null,Київ,Печерський,вул. Мазепи Івана,14,null,прибудинкова територія,50.44112,30.54891,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, карусель, пісочниця, лави - 3 од.",150.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-121,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,пров. Мар'яненка Івана,14,null,прибудинкова територія,50.4385,30.53255,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка, пісочниця, лави - 2 од.",154.00,1959-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-122,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,вул. Мечникова,8,null,прибудинкова територія,50.43693,30.5297,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка подвійна, балансир, пісочниця, лави-2од.",100.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-123,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,вул. Мечникова,10/2,null,прибудинкова територія,50.43658,30.5312,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гірка, гойдалка, балансир, гойдалка пружинка, карусель, рукохід, пісочниця, шведська стінка, огорожа",300.00,2002-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-124,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,вул. Мечникова,18,null,прибудинкова територія,50.43749,30.53514,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гойдалка подвійна, балансир, гойдалка пружинка, пісочниця, шведська стінка, лави - 2 од., огорожа",100.00,2002-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-125,дитячий,UA80000000000624772,01010,Україна,місто Київ,null,null,Київ,Печерський,вул. Князів Острозьких,24,null,прибудинкова територія,50.43673,30.54459,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гойдалка -2 од., балансир, пісочниця, лави - 2 од., огорожа",225.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-126,дитячий,UA80000000000624772,01011,Україна,місто Київ,null,null,Київ,Печерський,вул. Мирного Панаса,2/44,null,прибудинкова територія,50.43307,30.54463,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гойдалка, рукохід, шведська стінка, балансир, пісочниця, лави-2 од., огорожа",450.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-127,дитячий,UA80000000000624772,01011,Україна,місто Київ,null,null,Київ,Печерський,вул. Мирного Панаса,11,null,прибудинкова територія,50.43349,30.53818,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс-2 од., ігровий комплекс з гіркою, балансир,стрибунець, шведська стінка,гойдалка-2 од.,лави-3од.",350.00,2002-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-128,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,вул. Первомайського Леоніда,4,null,прибудинкова територія,50.43567,30.5318,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гірка, гойдалка, балансир, карусель, рукохід, тренувальні сходинки пісочниця, огорожа",300.00,2002-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-129,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,вул. Первомайського Леоніда,9-А,null,прибудинкова територія,50.43439,30.53327,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка подвійна, балансир, пісочниця-2од., гірка, лави-7 од.",400.00,2007-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-130,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,Печерський узвіз,10,null,прибудинкова територія,50.43561,30.53458,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка - 2 од., гойдалка пружинка, балансир -2од., пісочниця, лави-2 од., огорожа",500.00,2002-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-131,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,Печерський узвіз,11,null,прибудинкова територія,50.43679,30.53506,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка, балансир, пісочниця, лави-2 од., огорожа",200.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-132,дитячий,UA80000000000624772,01011,Україна,місто Київ,null,null,Київ,Печерський,Печерський узвіз,17,null,прибудинкова територія,50.43654,30.5376,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гойдалка, лава, огорожа",169.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-133,дитячий,UA80000000000624772,01011,Україна,місто Київ,null,null,Київ,Печерський,Печерський узвіз,19,null,прибудинкова територія,50.43643,30.53884,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка, гойдалка, рукохід, шведська стінка, балансир 2од., пісочниця, будиночок, карусель-2од. лави-6 од., огорожа",200.00,2020-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-134,дитячий,UA80000000000624772,01011,Україна,місто Київ,null,null,Київ,Печерський,вул. Різницька,11-Б,null,прибудинкова територія,50.4348,30.5423,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Пісочниця, ігровий комплекс",144.00,2007-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-135,дитячий,UA80000000000624772,01011,Україна,місто Київ,null,null,Київ,Печерський,вул. Рибальська,10,null,прибудинкова територія,50.43427,30.54182,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гойдалка, рукохід, пісочниця, лави-2 од.",300.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-136,дитячий,UA80000000000624772,01010,Україна,місто Київ,null,null,Київ,Печерський,вул. Омеляновича-Павленка Михайла,14/12,null,прибудинкова територія,50.43823,30.54688,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс , гойдалка, карусель, рукохід, пісочниця, лави-2 од.",168.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-137,дитячий,UA80000000000624772,01021,Україна,місто Київ,null,null,Київ,Печерський,вул. Шовковична,13/2,null,прибудинкова територія,50.44416,30.53302,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка пружинка,балансир, лави-8 од.",187.00,2009-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-138,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,вул. Годзенка Дмитра,3,null,прибудинкова територія,50.41771,30.5352,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, балансир, пісочниця, крокодил, гойдалка 2од., карусель, лава-3 шт.",200.00,2018-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-139,дитячий,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський,вул. Василя Тютюнника,32,null,прибудинкова територія,50.42094,30.5249,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гірка, балансир, пісочниця, лава-3 шт.",150.00,2003-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-140,дитячий,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський,вул. Василя Тютюнника,58/1,null,прибудинкова територія,50.41683,30.52795,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою-2 од., гіркагойдалка подвійна 2 од., балансир - 2од, карусель 2 од. спортивний комплекс пісочниця -2 од., гімнастична дуга, лави - 4 од.",408.00,2009-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-141,дитячий,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський,вул. Велика Васильківська,85/87,null,прибудинкова територія,50.4256,30.51803,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гойдалка подвійна, балансир, гойдалка пружинка, гімнастична дуга, шведська стінка, пісочниця, лави - 2 од.",324.00,2003-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-142,дитячий,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський,вул. Велика Васильківська,129,null,прибудинкова територія,50.41673,30.52369,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гойдалка, балансир 2 од. карусель, пісочниця, лави - 3 од.",396.00,2017-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-143,дитячий,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський,вул. Велика Васильківська,131,null,прибудинкова територія,50.41607,30.52405,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гірка - 2од., гойдалка 4 од.,балансир, гойдалка пружинка, карусель, рукохід, пісочниця, шведська стінка, лави-2од.",300.00,2003-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-144,дитячий,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський,вул. Велика Васильківська,145/1,null,прибудинкова територія,50.41157,30.52719,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гойдалка подвійна-2од, балансир, карусель, пісочниця - 2 од., гімнастична стінка, лави - 5од.",440.00,2003-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-145,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,бульв. Миколи Міхновського,7,null,прибудинкова територія,50.41314,30.53183,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гойдалка подвійна, балансир, гойдалка пружинка, рукохід, пісочниця, гімнастична стінка, лави - 2 од.",214.00,2009-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-146,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,бульв. Миколи Міхновського,17/5,null,прибудинкова територія,50.41597,30.53911,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гойдалка- 2 од., шведська стінка, лава",225.00,2007-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-147,дитячий,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський,вул. Ділова,6,null,прибудинкова територія,50.43016,30.51965,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гойдалка подвійна, балансир, гойдалка пружинка, лави - 2 од.",252.00,2009-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-148,дитячий,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський,вул. Ковпака,4,null,прибудинкова територія,50.41837,30.52686,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка, гойдалка, жираф, спортивний комплекс, лави - 2 од.",315.00,2003-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-149,дитячий,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський,вул. Коновальця Євгена,15,null,прибудинкова територія,49.36221,23.53163,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гойдалка, балансир, пісочниця, лава",800.00,2003-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-150,дитячий,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський,вул. Коновальця Євгена,15,null,прибудинкова територія,49.36146,23.53061,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка, гойдалка - 2 од., пісочниця, рукохід - 2 од., лава",640.00,2003-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-151,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,вул. Коновальця Євгена,17,null,прибудинкова територія,50.42601,30.52707,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Рукохід, перекладина",160.00,2003-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-152,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,вул. Джона Маккейна,9,null,прибудинкова територія,50.41516,30.53157,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка, гойдалка подвійна,балансир. лави - 2 од.",203.00,2003-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-153,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,вул. Джона Маккейна,10,null,прибудинкова територія,50.41448,30.53276,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка,рукохід, ліана з прямими поперечинами, шведська стінка, будиночок з лавою",300.00,2002-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-154,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,вул. Джона Маккейна,20,null,прибудинкова територія,50.41513,30.536,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс, гірка, гойдалка подвійна, балансир 2 од. пісочниця, шведська стінка - 3 од., рукохід - 2 од., гімнастична стінка 2 од., лави - 2 од.",240.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-155,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,вул. Джона Маккейна,31/31-А,null,прибудинкова територія,50.41764,30.53748,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка, гімнастична стінка",155.00,2005-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-156,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,вул. Джона Маккейна,38,null,прибудинкова територія,50.42114,30.54213,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гімнастичний комплекс, тренажер, піраміда, тенісний стіл, лави -4 од.",216.00,2006-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-157,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,пров. Лабораторний,24,null,прибудинкова територія,50.42885,30.52965,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гойдалка, балансир, крукохід, пісочниця, будиночок, стіл з лавами, лави - 6од.",1340.00,2007-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-158,дитячий,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський,пров. Лабораторний,26-А,null,прибудинкова територія,50.42911,30.53157,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гойдалка, карусель, рукохід, пісочниця, перекладина, лава",155.00,2008-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-159,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,бульв. Марії Приймаченко,1/27,null,прибудинкова територія,50.41896,30.54127,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Ігровий комплекс з гіркою, гімнастична стінка -2од, гойдалка, балансир, рукохід, карусель, пісочниця, гімнастичний комплекс лави - 3 од.",342.00,2012-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-160,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,бульв. Марії Приймаченко,2,null,прибудинкова територія,50.41829,30.54127,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Гірка, рукохід, гімнастична стінка, піраміда",1515.00,2003-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
105-161,дитячий,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський,бульв. Марії Приймаченко,8,null,прибудинкова територія,50.4199,30.54431,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,"Рукохід, гімнастична стінка, перекладина поперечна",458.00,2002-01-01,2025-10-01,КП «Керуюча компанія з обслуговування житлового фонду Печерського району м. Києва»,35692211,null,null
